<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 269, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 299, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 335, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 365, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 401, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 431, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 467, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 497, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 533, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 563, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 599, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 629, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 665, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 695, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 731, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 761, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 797, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 827, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 863, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 895, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 931, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 961, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 997, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1027, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1063, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1095, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1131, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1163, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1200, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1232, column 2) (Scope Country)
<anon> events\AMP_IndiaCompanies.txt [country_event\option] (Line 1269, column 2) (Scope Country)
<anon> events\AMP_Initialization.txt [country_event\option] (Line 12, column 2) (Scope Country)
	Outgoing
		100000: events\AMP_Initialization.txt [country_event\option\random_country\country_event\id] (Line 22, column 5)
100000 (Scope <err>)
	Incoming
		<anon> events\AMP_Initialization.txt [country_event\option] (Line 12, column 2) (Scope Country): events\AMP_Initialization.txt [country_event\option\random_country\country_event\id] (Line 22, column 5)
		<anon> common\on_actions.txt [on_quarterly_pulse\100] (Line 16, column 2) (Scope Country): common\on_actions.txt [on_quarterly_pulse\100] (Line 16, column 2)
<anon> events\AMP_Initialization.txt [country_event\option] (Line 188, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 11, column 2) (Scope Country)
	Outgoing
		100102: events\AMP_polices.txt [country_event\option\country_event\id] (Line 14, column 4)
100102 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 11, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 14, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 17, column 2) (Scope Country)
	Outgoing
		100105: events\AMP_polices.txt [country_event\option\country_event\id] (Line 20, column 4)
100105 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 17, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 20, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 23, column 2) (Scope Country)
	Outgoing
		100108: events\AMP_polices.txt [country_event\option\country_event\id] (Line 26, column 4)
100108 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 23, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 26, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 37, column 2) (Scope Country)
	Outgoing
		100111: events\AMP_polices.txt [country_event\option\country_event\id] (Line 40, column 4)
100111 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 37, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 40, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 43, column 2) (Scope Country)
	Outgoing
		100114: events\AMP_polices.txt [country_event\option\country_event\id] (Line 46, column 4)
100114 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 43, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 46, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 49, column 2) (Scope Country)
	Outgoing
		100117: events\AMP_polices.txt [country_event\option\country_event\id] (Line 52, column 4)
100117 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 49, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 52, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 73, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 93, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 109, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 112, column 4)
100120 (Scope <err>)
	Incoming
		<anon> events\AMP_polices.txt [country_event\option] (Line 109, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 112, column 4)
		<anon> events\AMP_polices.txt [country_event\option] (Line 174, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 177, column 4)
		<anon> events\AMP_polices.txt [country_event\option] (Line 239, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 242, column 4)
		<anon> events\AMP_polices.txt [country_event\option] (Line 300, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 303, column 4)
		<anon> events\AMP_polices.txt [country_event\option] (Line 365, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 368, column 4)
		<anon> events\AMP_polices.txt [country_event\option] (Line 430, column 2) (Scope Country): events\AMP_polices.txt [country_event\option\country_event\id] (Line 433, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 134, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 154, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 174, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 177, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 199, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 219, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 239, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 242, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 264, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 284, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 300, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 303, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 325, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 345, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 365, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 368, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 390, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 410, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 430, column 2) (Scope Country)
	Outgoing
		100120: events\AMP_polices.txt [country_event\option\country_event\id] (Line 433, column 4)
<anon> events\AMP_polices.txt [country_event\option] (Line 447, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 458, column 2) (Scope Country)
<anon> events\AMP_polices.txt [country_event\option] (Line 462, column 2) (Scope Country)
<anon> events\AMP_PoliticalSystem_events.txt [country_event\option] (Line 12, column 2) (Scope Country)
	Outgoing
		1000001: events\AMP_PoliticalSystem_events.txt [country_event\option\country_event] (Line 14, column 3)
1000001 (Scope <err>)
	Incoming
		<anon> events\AMP_PoliticalSystem_events.txt [country_event\option] (Line 12, column 2) (Scope Country): events\AMP_PoliticalSystem_events.txt [country_event\option\country_event] (Line 14, column 3)
<anon> events\AMP_PoliticalSystem_events.txt [country_event\option] (Line 16, column 2) (Scope Country)
	Outgoing
		1000002: events\AMP_PoliticalSystem_events.txt [country_event\option\country_event] (Line 18, column 3)
1000002 (Scope <err>)
	Incoming
		<anon> events\AMP_PoliticalSystem_events.txt [country_event\option] (Line 16, column 2) (Scope Country): events\AMP_PoliticalSystem_events.txt [country_event\option\country_event] (Line 18, column 3)
<anon> events\AMP_unification.txt [country_event\option] (Line 28, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 61, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 90, column 2) (Scope Country)
	Outgoing
		100401: events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 102, column 22)
		100402: events\AMP_unification.txt [country_event\option\country_event\id] (Line 104, column 21)
100401 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 90, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 102, column 22)
100402 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 90, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\country_event\id] (Line 104, column 21)
<anon> events\AMP_unification.txt [country_event\option] (Line 110, column 2) (Scope Country)
	Outgoing
		100400: events\AMP_unification.txt [country_event\option\country_event\id] (Line 112, column 21)
100400 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 110, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\country_event\id] (Line 112, column 21)
<anon> events\AMP_unification.txt [country_event\option] (Line 131, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 155, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 172, column 2) (Scope Country)
	Outgoing
		100403: events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 181, column 22)
		100404: events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 187, column 22)
100403 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 172, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 181, column 22)
100404 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 172, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 187, column 22)
<anon> events\AMP_unification.txt [country_event\option] (Line 209, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 242, column 2) (Scope Country)
	Outgoing
		100405: events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 248, column 22)
100405 (Scope <err>)
	Incoming
		<anon> events\AMP_unification.txt [country_event\option] (Line 242, column 2) (Scope Country): events\AMP_unification.txt [country_event\option\any_country\country_event\id] (Line 248, column 22)
<anon> events\AMP_unification.txt [country_event\option] (Line 282, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 305, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 317, column 2) (Scope Country)
<anon> events\AMP_unification.txt [country_event\option] (Line 354, column 2) (Scope Country)
<anon> events\AMP_Utility.txt [country_event\option] (Line 38, column 2) (Scope Country)
<anon> events\AMP_Utility.txt [country_event\option] (Line 117, column 2) (Scope Country)
<anon> events\AMP_Utility.txt [country_event\option] (Line 205, column 2) (Scope Country)
	Outgoing
		96667: events\AMP_Utility.txt [country_event\option\any_country\country_event] (Line 218, column 4)
96667 (Scope <err>)
	Incoming
		<anon> events\AMP_Utility.txt [country_event\option] (Line 205, column 2) (Scope Country): events\AMP_Utility.txt [country_event\option\any_country\country_event] (Line 218, column 4)
<anon> events\AMP_Utility.txt [country_event\option] (Line 237, column 2) (Scope Country)
<anon> events\AMP_Utility.txt [country_event\option] (Line 261, column 2) (Scope Country)
	Outgoing
		91003: events\AMP_Utility.txt [country_event\option\any_country\country_event\id] (Line 270, column 4)
91003 (Scope <err>)
	Incoming
		<anon> events\AMP_Utility.txt [country_event\option] (Line 261, column 2) (Scope Country): events\AMP_Utility.txt [country_event\option\any_country\country_event\id] (Line 270, column 4)
<anon> events\AMP_Utility.txt [country_event\option] (Line 292, column 2) (Scope Country)
	Outgoing
		91004: events\AMP_Utility.txt [country_event\option\any_country\country_event\id] (Line 301, column 4)
91004 (Scope <err>)
	Incoming
		<anon> events\AMP_Utility.txt [country_event\option] (Line 292, column 2) (Scope Country): events\AMP_Utility.txt [country_event\option\any_country\country_event\id] (Line 301, column 4)
